date,leg_id,pickup,trip_type,vclass,route,human_driver_id,driver,unit,cause,flags,saved_window,stub_window,cap,real_span_raw,real_span_eff,real_turn_buffer,real_turn_reason,clock_defaults,share_partner,rest,retime_min,retime_ref,eng_fit,eng_reason,eng_nearby,eng_legs,real_legs,in_addition,planned_hours,arrive_min,arrive_quality,next_leg_id,next_booked,next_arrive_min,next_arrive_quality,tapped_date,why,why_window,why_class,why_share,why_span,why_policy,why_split,clear
2026-08-03,32317,11:00 AM,arrival,suv,MCO Terminal B (Delta) → Crayola experience,57,Seline,#11 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–23 max 17h,15.0,11.2,11.2,11,11min buffer,,,,0,at booking,False,"Needs 72 more min. Previous job ends ~11:42 AM, +30min turnaround required.",9:00 AM return L25211; 10:00 AM return L32326; 10:27 AM arrival L31466*; 12:00 PM return L29162; 12:42 PM arrival L24997,9,6,False,,-2,ok,15932,12:00 PM,-12,ok,True,,,,,,,,12:20
2026-08-13,20700,9:30 AM,cruise,van,Hyatt Regency Orlando Inter… → Royal Caribbean Port Canave…,56,george,#005 van,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,3–23 max 18h,15.0,11.8,9.7,-12,"Needs 12 more min. Previous job ends ~9:30 AM, +12min turnaround required.",,,,0,as of the night before,False,"Needs 23 more min. Previous job ends ~9:28 AM, +25min turnaround required.",8:00 AM return L33252; 9:00 AM other L29249; 10:00 AM return L30213; 10:25 AM arrival L28714; 12:15 PM return L34106,8,7,False,,8,ok,34106,12:15 PM,-22,ok,True,,,,,,,,10:22
2026-08-13,31720,8:46 AM,cruise,towncar,"Orlando International Airpo… → Port Canaveral - Royal, Har…",58,ken,#006 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,0–23 max 20h,15.0,13.2,10.6,18,18min buffer,,,,14,as of the night before,False,Conflicts with next job at 9:00 AM.,9:00 AM return L32286; 9:30 AM arrival L34222; 11:00 AM return L27446; 11:39 AM arrival L28804,8,6,False,,104,ok,28804,11:39 AM,70,ok,True,,,,,,,,10:36
2026-08-13,32419,11:52 PM,arrival,van,Orlando International Airpo… → Bay Lake Tower at Disney's …,64,Raymond,#15 Van(14 Pax),HUMAN_LONG_DAY,HUMAN_LONG_DAY,flexible,7–23 max 15h,15.0,18.1,18.1,14,14min buffer,,,np,5,as of the night before,False,Outside driver window: day span 17.9h > max_hours 15.0,9:30 PM other L34282,6,9,False,,106,ok,,,,,True,,,,,his real day spans 18.1h against the engine's 15h cap (the 15h default); this trip is what takes him over,,,03:05
2026-08-13,32943,10:12 PM,cruise,van,Sanford International Airpo… → Home 2 Suites by Hilton at …,51,David Encarancion,#17 suv,CLASS,CLASS|HUMAN_LONG_DAY,flexible,0–23 max 24h,15.0,15.1,10.1,342,342min buffer,,,,-35,as of the night before,False,Outside driver window: day span 15.9h > max_hours 15.0,8:42 PM arrival L33326,8,5,False,,30,ok,,,,,True,,,his car is a suv; the booking is a van,,his real day spans 15.1h against the engine's 15h cap (the 15h default); this trip is what takes him over,,,00:07
2026-08-13,34070,9:00 AM,cruise,mini_van,Port Canaveral - Royal Cari… → Disney's Pop Century Resort,51,David Encarancion,#17 suv,HUMAN_LONG_DAY,HUMAN_LONG_DAY,flexible,0–23 max 24h,15.0,15.1,10.1,36,36min buffer,,,,0,as of the night before,False,"Needs 101 more min. Previous job ends ~9:29 AM, +72min turnaround required.",8:14 AM arrival L33465; 10:00 AM other L34281; 11:11 AM arrival L27685,8,5,False,,-6,ok,27446,11:00 AM,-14,ok,True,,,,,his real day spans 15.1h against the engine's 15h cap (the 15h default); this trip is what takes him over,,,10:21
2026-08-14,26184,9:30 AM,cruise,van,Walt Disney World Swan → Port Canaveral - Royal Cari…,32,roberto,#004 Van(14 Pax),HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,0–23 max 23h,15.0,13.3,10.7,-24,Conflicts with next job at 11:30 AM.,,,,0,as of the night before,False,Outside driver window: day span 15.0h > max_hours 15.0,9:45 AM cruise L20651; 11:00 AM other L30452,7,7,True,,-18,ok,11744,11:30 AM,2,ok,True,,,,,,,,10:45
2026-08-14,27415,12:45 PM,cruise,van,Disney's Port Orleans Resor… → Port Canaveral Terminal 3 C…,33,runer,#11 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,3:00–19:59,3–23 max 18h,15.0,15.6,10.6,45,45min buffer,,,n,0,as of the night before,False,"Needs 39 more min. Previous job ends ~12:12 PM, +72min turnaround required.",11:00 AM cruise L30215; 1:08 PM cruise L31561,6,5,False,,6,ok,34733,8:17 PM,-32,ok,True,,,,,,,,13:59
2026-08-14,27416,12:45 PM,cruise,van,Disney's Port Orleans Resor… → Port Canaveral Terminal 3 C…,64,Raymond,#15 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,7–23 max 15h,15.0,13.3,9.3,16,16min buffer,,,p,0,as of the night before,False,"Needs 15 more min. Previous job ends ~12:30 PM, +30min turnaround required.",11:00 AM return L29344; 12:00 PM return L32901; 1:15 PM arrival L31758*,7,5,False,,,none,31975,3:30 PM,,none,True,,,,,,,,13:59
2026-08-14,29728,12:53 PM,arrival,towncar,Sanford Fl International Ai… → Disney's Boardwalk Inn,57,Seline,#009 suv,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,3–23 max 17h,15.0,6.8,6.8,-37,"Needs 37 more min. Previous job ends ~12:30 PM, +60min turnaround required.",,,,-9,as of the night before,False,"Needs 7 more min. Previous job ends ~12:00 PM, +60min turnaround required.",11:30 AM return L11744; 1:00 PM return L31902; 2:45 PM return L25058,8,5,False,,24,ok,,,,,True,,,,,,,,14:30
2026-08-14,31621,10:08 AM,arrival,van,Orlando International Airpo… → Disney's Pop Century Resort,56,george,#005 van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–23 max 18h,15.0,11.1,11.1,23,23min buffer,,,,-21,as of the night before,False,"Needs 124 more min. Previous job ends ~11:17 AM, +55min turnaround required.",8:30 AM return L28094; 9:37 AM cruise L30920; 12:45 PM cruise L27414,7,6,False,,-32,ok,31561,1:08 PM,-63,ok,True,,,,,,,,11:33
2026-08-15,18786,10:39 AM,arrival,mini_van,Orlando International Airpo… → Disney's Caribbean Beach Re…,69,Charlie,#002 mini_van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,8.7,8.7,26,26min buffer,,,,-4,as of the night before,False,"Needs 26 more min. Previous job ends ~11:15 AM, +-10min turnaround required.",8:00 AM cruise L25434; 10:20 AM cruise L31413*; 12:00 PM return L33912; 12:36 PM arrival L23266*,10,5,False,,8,ok,32606,12:30 PM,-28,ok,True,,,,,,,,12:08
2026-08-15,19202,9:43 AM,arrival,mini_van,Orlando International Airpo… → Disney's Art of Animation R…,26,neuma,#003 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,3:00–16:59,2–21 max 23h,15.0,13.6,13.6,23,23min buffer,,,,8,as of the night before,False,"Needs 38 more min. Previous job ends ~9:51 AM, +30min turnaround required.",6:45 AM return L28545; 8:00 AM return L33701; 8:36 AM arrival L22634*; 10:15 AM return L34517; 11:21 AM arrival L29413,8,11,True,,,none,33912,12:00 PM,,none,True,,,,,,,,11:32
2026-08-15,19652,10:01 AM,arrival,van,"Orlando International Airpo… → Walt Disney World Swan, Epc…",32,roberto,#004 Van(14 Pax),HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,0–23 max 23h,15.0,16.7,16.7,-2,Conflicts with next job at 12:09 PM.,,,,-9,as of the night before,False,"Needs 42 more min. Previous job ends ~10:13 AM, +30min turnaround required.",8:00 AM return L27695; 8:33 AM arrival L19908*; 10:30 AM other L28638; 11:30 AM return L31941; 1:00 PM other L34835,11,9,True,,-4,ok,21610,12:09 PM,7,ok,True,,,,,,,,11:55
2026-08-15,25480,11:48 AM,arrival,towncar,Orlando International Airpo… → Disney's Animal Kingdom Lod…,68,AldoH,#13 towncar,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,11.6,9.4,15,15min buffer,,,,-12,as of the night before,False,Conflicts with next job at 12:30 PM.,9:00 AM return L31370; 12:30 PM return L32606; 1:48 PM arrival L33621,6,6,False,,12,ok,33621,1:48 PM,-19,ok,True,,,,,,,,13:17
2026-08-15,27403,10:06 AM,arrival,van,"Orlando International Airpo… → Disney's Beach Club Resort,…",57,Seline,#11 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–23 max 17h,15.0,6.6,6.6,1,1min buffer,,Francisco Pedraza,,-37,as of the night before,False,share conflict,,2,6,False,,17,ok,,,,,True,,,,,,,,11:35
2026-08-15,29716,11:04 AM,arrival,van,"Orlando International Airpo… → Disney's Wilderness Lodge, …",33,runer,#15 Van(14 Pax),HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,3:00–19:59,3–23 max 18h,15.0,12.6,12.6,-33,"Needs 33 more min. Previous job ends ~11:07 AM, +30min turnaround required.",a flat 45-min dwell on the previous arrival,,p,-11,as of the night before,False,"Needs 41 more min. Previous job ends ~11:55 AM, +-10min turnaround required.",9:00 AM return L31025; 11:00 AM cruise L33056*; 12:30 PM return L31122; 2:00 PM return L34533,7,10,False,,37,ok,34835,1:00 PM,-6,ok,True,,,,,,,,12:33
2026-08-15,30829,10:23 AM,arrival,mini_van,"Orlando International Airpo… → Disney's Yacht Club Resort,…",61,Idrees,#14 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,5–23 max 15h,15.0,11.8,11.8,43,43min buffer,,,,11,as of the night before,False,"Needs 73 more min. Previous job ends ~11:11 AM, +25min turnaround required.",9:00 AM cruise L32267; 10:01 AM arrival L25225; 11:38 AM arrival L17340*,9,7,False,,16,ok,26966,12:30 PM,-16,ok,True,,,,,,,,11:52
2026-08-15,31013,9:00 AM,return,mini_van,"Shades of Green, West Magno… → Orlando International Airpo…",26,neuma,#003 suv,HUMAN_POLICY_TIGHT,HUMAN_POLICY_TIGHT,3:00–16:59,2–21 max 23h,15.0,13.6,13.6,0,0min buffer,,,,0,as of the night before,False,"Needs 63 more min. Previous job ends ~9:51 AM, +12min turnaround required.",6:45 AM return L28545; 8:00 AM return L33701; 8:36 AM arrival L22634*; 10:15 AM return L34517; 11:21 AM arrival L29413,8,11,True,,,none,19202,9:43 AM,,none,True,,,,,,0 min spare; the engine's minimum for him on this turn is 5 min,,09:33
2026-08-15,31318,1:16 PM,arrival,suv,Orlando International Airpo… → Island Tower at Disney's Po…,61,Idrees,#14 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,5–23 max 15h,15.0,11.8,11.8,26,26min buffer,,,,-23,as of the night before,False,"Needs 32 more min. Previous job ends ~1:18 PM, +30min turnaround required.",11:38 AM arrival L17340*; 2:30 PM return L30752; 3:06 PM arrival L34100,9,7,True,,60,ok,14703,4:00 PM,34,ok,True,,,,,,,,14:45
2026-08-15,32325,9:11 AM,arrival,suv,Orlando International Airpo… → Disney's Animal Kingdom Vil…,53,sereen,#007 suv,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,3–22 max 17h,15.0,15.6,15.6,-9,Conflicts with next job at 10:47 AM.,,,np,36,as of the night before,False,Conflicts with next job at 9:30 AM.,8:00 AM return L29431; 9:30 AM cruise L30166,7,10,True,,9,ok,19778,10:47 AM,7,ok,True,,,,,,,,10:35
2026-08-15,32911,8:30 AM,return,van,Bay Lake Tower at Disney's … → Orlando International Airpo…,64,Raymond,#12 Van(14 Pax),HUMAN_LONG_DAY,HUMAN_LONG_DAY,flexible,7–23 max 15h,15.0,15.2,15.2,60,60min buffer,,,,0,as of the night before,False,Outside driver window: day span 15.1h > max_hours 15.0,9:00 AM cruise L31506; 9:52 AM arrival L30728,8,9,True,,-969,ok,28638,10:30 AM,2,ok,True,,,,,his real day spans 15.2h against the engine's 15h cap (the 15h default); this trip is what takes him over,,,09:03
2026-08-15,33078,4:24 PM,arrival,mini_van,Orlando International Airpo… → Walt Disney World Dolphin R…,26,neuma,#003 suv,WINDOW_CLEAR_BY,WINDOW_CLEAR_BY,3:00–16:59,2–21 max 23h,15.0,13.6,13.6,5,5min buffer,,,,-27,as of the night before,False,Outside driver window: clears 18:13 after clear-by 16:00,1:48 PM cruise L22888*,8,11,False,,,none,31870,6:00 PM,,none,True,,"the pickup is inside his window; the engine's ESTIMATE has him clearing 18:13, 133 min past the 16:00 end it reads as 'done by'",,,,,,18:13
2026-08-15,33301,4:53 PM,arrival,van,"Orlando International Airpo… → Disney’s Boardwalk, Epcot R…",33,runer,#15 Van(14 Pax),WINDOW_CLEAR_BY,WINDOW_CLEAR_BY,3:00–19:59,3–23 max 18h,15.0,12.6,12.6,23,23min buffer,,,p,-2,as of the night before,False,Outside driver window: clears 19:03 after clear-by 19:00,2:00 PM return L34533; 3:10 PM arrival L30819*; 5:30 PM return L21065,7,10,False,,7,ok,,,,,True,,"the pickup is inside his window; the engine's ESTIMATE has him clearing 19:03, 3 min past the 19:00 end it reads as 'done by'",,,,,,19:03
2026-08-15,34825,1:14 PM,arrival,towncar,Orlando International Airpo… → Bay Lake Tower at Disney's …,69,Charlie,#002 mini_van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,8.7,8.7,24,24min buffer,,,,-6,at booking,False,"Needs 67 more min. Previous job ends ~1:51 PM, +30min turnaround required.",10:20 AM cruise L31413*; 12:00 PM return L33912; 12:36 PM arrival L23266*; 2:00 PM return L24273; 2:35 PM arrival L28938,10,5,False,,6,ok,29709,3:59 PM,5,ok,True,,,,,,,,14:43
2026-08-16,7138,10:22 AM,arrival,suv,"Orlando International Airpo… → Disney - Riverside, Riversi…",53,sereen,#007 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–22 max 17h,15.0,8.2,8.2,2,2min buffer,,shelley,p,-7,as of the night before,False,Conflicts with next job at 10:40 AM.,9:30 AM cruise L30955; 10:40 AM arrival L33497; 1:15 PM return L32889,8,7,False,,17,ok,28805,12:45 PM,-20,ok,True,,,,,,,,12:16
2026-08-16,23924,11:48 AM,arrival,mini_van,Orlando International Airpo… → Disney's Caribbean Beach Re…,55,rizwan,#16 suv,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,4–23 max 17h,15.0,8.2,8.2,-2,"Needs 2 more min. Previous job ends ~12:00 PM, +-10min turnaround required.",,,,-12,as of the night before,False,"Needs 47 more min. Previous job ends ~11:40 AM, +55min turnaround required.",9:00 AM cruise L32716*; 10:00 AM cruise L23134*; 1:00 PM return L33505; 1:29 PM arrival L34139,6,6,False,,20,ok,27397,2:27 PM,13,ok,True,,,,,,,,13:42
2026-08-16,24061,1:22 PM,arrival,towncar,Sanford Intl’ Airport (SFB) → Disney's Pop Century Resort,50,Lev Askerov,#17 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,12.1,12.1,30,30min buffer,,,,-12,as of the night before,False,"Needs 73 more min. Previous job ends ~1:53 PM, +42min turnaround required.",11:30 AM return L22319; 12:18 PM arrival L27925; 4:00 PM return L18011,8,8,False,,-15,ok,18011,4:00 PM,-24,ok,True,,,,,,,,15:10
2026-08-16,25933,9:00 AM,cruise,van,Port Canaveral - Royal Cari… → Orlando International Airpo…,64,Raymond,#12 Van(14 Pax),ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,7–23 max 15h,15.0,11.0,8.8,65,65min buffer,,,,0,as of the night before,False,Outside driver window: day span 15.5h > max_hours 15.0,10:00 AM cruise L26839; 11:14 AM arrival L34945,8,6,False,,,none,31541,10:11 AM,-5,ok,True,,,,,,,,09:48
2026-08-16,26087,11:01 AM,arrival,suv,Orlando International Airpo… → Disney's Port Orleans Resor…,58,ken,#006 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,0–23 max 20h,15.0,11.6,11.6,11,11min buffer,,,p,-3,as of the night before,False,"Needs 31 more min. Previous job ends ~11:02 AM, +30min turnaround required.",9:00 AM cruise L25415*; 9:47 AM arrival L34853*; 12:14 PM arrival L34940*; 2:00 PM other L34253,8,6,False,,65,ok,29135,1:22 PM,68,ok,True,,,,,,,,12:55
2026-08-16,27384,11:31 AM,arrival,mini_van,Orlando International Airpo… → Bay Lake Tower at Disney's …,69,Charlie,#002 mini_van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,7.0,7.0,54,54min buffer,,,,-24,as of the night before,False,"Needs 1 more min. Previous job ends ~11:02 AM, +30min turnaround required.",9:47 AM arrival L33481*; 11:42 AM arrival L26399*; 1:45 PM return L31528; 2:21 PM arrival L28237,6,4,False,,9,ok,26269,1:45 PM,-18,ok,True,,,,,,,,13:00
2026-08-16,28529,10:30 AM,cruise,mini_van,"Bay Lake Tower at Disney's … → Cruise Terminal #1, Discove…",50,Lev Askerov,#17 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,12.1,12.1,35,35min buffer,,,,0,as of the night before,False,"Needs 34 more min. Previous job ends ~10:47 AM, +17min turnaround required.",7:45 AM return L33414; 9:00 AM return L34595; 9:32 AM arrival L30704*; 11:30 AM return L22319; 12:18 PM arrival L27925,8,8,False,,8,ok,24061,1:22 PM,-15,ok,True,,,,,,,,12:01
2026-08-16,30528,8:19 AM,arrival,suv,"Orlando International Airpo… → Disney's Riviera Resort, Es…",46,Yovanny Suarez,#001 suv,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,6:00–18:59,6–20 max 14h,14.0,11.3,11.3,-16,"Needs 16 more min. Previous job ends ~8:45 AM, +-10min turnaround required.",,,,-31,as of the night before,False,Conflicts with next job at 9:00 AM.,6:00 AM return L31588; 7:45 AM return L24416; 9:00 AM return L24715; 9:23 AM arrival L29950,6,7,False,,26,ok,27130,10:45 AM,-33,ok,True,,,,,,,,10:08
2026-08-16,31541,10:11 AM,arrival,van,"Orlando International Airpo… → Disney's BoardWalk Villas, …",64,Raymond,#12 Van(14 Pax),HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,7–23 max 15h,15.0,11.0,8.8,-9,Conflicts with next job at 11:30 AM.,,,,36,as of the night before,False,"Needs 49 more min. Previous job ends ~10:55 AM, +5min turnaround required.",10:00 AM cruise L26839; 11:14 AM arrival L34945; 1:00 PM return L33453,8,6,False,,-5,ok,31015,11:30 AM,,none,True,,,,,,,,11:40
2026-08-16,32030,9:23 AM,arrival,suv,Orlando International Airpo… → Disney's Grand Floridian Re…,26,neuma,#003 suv,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,3:00–16:59,2–21 max 23h,15.0,11.6,11.6,-28,Conflicts with next job at 10:40 AM.,,,,7,as of the night before,False,Conflicts with next job at 10:00 AM.,8:00 AM return L24624; 9:00 AM return L33034; 10:00 AM return L33411; 10:36 AM arrival L33364,7,8,False,,33,ok,33497,10:40 AM,,none,True,,,,,,,,10:47
2026-08-16,32098,8:30 AM,cruise,suv,Port Canaveral - Norwegian … → Orlando International Airpo…,50,Lev Askerov,#17 suv,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,,15.0,12.1,12.1,5,5min buffer,,,,0,as of the night before,False,"Needs 40 more min. Previous job ends ~8:15 AM, +55min turnaround required.",7:45 AM return L33414; 9:00 AM return L34595; 9:32 AM arrival L30704*; 11:30 AM return L22319,8,8,False,,-14,ok,32927,9:30 AM,1,ok,True,,,,,,,,09:18
2026-08-16,32927,9:30 AM,return,towncar,Disney's Animal Kingdom Vil… → Orlando International Airpo…,50,Lev Askerov,#17 suv,HUMAN_TIGHT_TURN,HUMAN_TIGHT_TURN,flexible,,15.0,12.1,12.1,-25,"Needs 25 more min. Previous job ends ~9:25 AM, +30min turnaround required.",,,,0,as of the night before,False,"Needs 30 more min. Previous job ends ~9:30 AM, +30min turnaround required.",7:45 AM return L33414; 9:00 AM return L34595; 9:32 AM arrival L30704*; 11:30 AM return L22319; 12:18 PM arrival L27925,8,8,False,,1,ok,28529,10:30 AM,8,ok,True,,,,,,,,10:03
2026-08-16,34632,8:06 AM,arrival,van,Sanford International Airpo… → Disney's Art of Animation R…,56,george,#005 van,ENGINE_FILLED_DIFF,ENGINE_FILLED_DIFF,flexible,3–23 max 18h,15.0,13.3,13.3,25,25min buffer,,,,-10,as of the night before,False,"Needs 126 more min. Previous job ends ~9:12 AM, +60min turnaround required.",8:00 AM cruise L32519; 9:30 AM return L31243*; 10:30 AM cruise L33247,7,8,False,,-80,ok,33247,10:30 AM,-39,ok,True,,,,,,,,09:38
